1,109
1,73
1,98
1,112
1,66
1,167
1,86
1,111
1,79
1,88
1,96
1,91
1,96
1,47
1,96
1,108
1,59
1,48
1,92
1,67
1,66
1,166
1,64
1,22
1,43
1,31
1,104
1,88
1,64
1,60
1,88
1,53
1,91
1,86
1,79
1,104
1,112
1,62
1,151
1,76
1,122
1,51
1,97
1,51
1,126
1,112
1,50
1,53
1,101
1,82
1,60
1,165
1,93
1,74
1,98
1,151
1,91
1,59
1,68
1,81
1,159
1,67
1,65
1,132
1,40
1,106
1,175
1,45
1,91
1,30
1,29
1,72
1,114
1,58
1,44
1,21
1,48
1,80
1,61
1,68
1,82
1,27
1,47
1,22
1,71
1,46
1,57
1,70
1,68
1,194
1,63
1,104
1,130
1,202
1,20
1,133
1,193
1,139
1,119
1,105
1,107
1,158
1,86
1,88
1,103
1,102
1,148
1,25
1,164
1,80
1,94
1,133
1,68
1,127
1,87
1,66
1,31
1,43
1,83
1,138
1,121
1,61
1,60
1,139
1,120
1,83
1,120
1,80
1,39
1,145
1,187
1,116
1,77
1,102
1,69
1,110
1,117
1,84
1,147
1,123
1,111
1,57
1,50
1,121
1,136
1,172
1,87
1,79
1,111
1,72
1,77
1,79
1,89
1,112
1,55
1,141
1,90
1,173
1,153
1,166
1,76
1,75
1,29
1,52
1,177
1,112
1,161
1,133
1,97
1,103
1,118
1,78
1,65
1,154
1,119
1,101
1,79
1,46
1,117
1,135
1,67
1,54
1,102
1,124
1,40
1,66
1,103
1,103
1,90
1,106
1,102
1,92
1,24
1,90
1,82
1,133
1,96
1,63
1,58
1,48
1,174
1,101
1,59
1,110
1,126
1,111
1,22
1,39
1,118
1,79
1,119
1,104
1,29
1,142
1,115
1,23
1,81
1,175
1,121
1,70
1,216
1,88
1,78
1,81
1,105
1,132
1,98
1,49
1,111
1,180
1,46
1,58
1,138
1,26
1,74
1,98
1,113
1,154
1,145
1,128
1,118
1,22
1,36
1,85
1,185
1,62
1,88
1,129
1,105
1,40
1,44
1,36
1,32
1,146
1,115
1,49
1,95
1,148
1,54
1,80
1,139
1,55
1,80
1,133
1,21
1,45
1,114
1,34
1,112
1,73
1,131
1,41
1,78
1,180
1,109
1,133
1,118
1,85
1,156
1,42
1,92
1,88
1,91
1,145
1,115
1,58
1,151
1,41
1,41
1,171
1,58
1,103
1,144
1,104
1,79
1,53
1,84
1,115
1,79
1,39
1,98
1,131
1,109
1,118
1,57
1,32
1,150
1,196
1,85
1,64
1,37
1,76
1,177
1,64
1,58
1,42
1,181
1,95
1,40
1,97
1,103
1,100
1,73
1,91
1,104
1,129
1,65
1,51
1,130
1,58
1,75
1,76
1,67
1,28
1,132
1,86
1,64
1,135
1,78
1,36
1,103
1,110
1,46
1,20
1,119
1,75
1,152
1,78
1,24
1,98
1,88
1,57
1,115
1,138
1,159
1,20
1,96
1,79
1,101
1,141
1,71
1,114
1,127
1,163
1,33
1,133
1,117
1,119
1,108
1,101
1,52
1,41
1,113
1,110
1,132
1,145
1,97
1,32
1,54
1,150
1,72
1,165
1,62
1,55
1,70
1,106
1,77
1,56
1,93
1,37
1,136
1,73
1,129
1,175
1,110
1,85
1,144
1,40
1,33
1,75
1,71
1,100
1,96
1,104
1,126
1,44
1,106
1,164
1,44
1,110
1,48
1,75
1,88
1,86
1,104
1,83
1,70
1,111
1,183
1,131
1,191
1,78
1,39
1,77
1,57
1,85
1,52
1,133
1,146
1,55
1,83
1,151
1,141
1,140
1,24
1,61
1,78
1,152
1,90
1,122
1,75
1,82
1,125
1,123
1,86
1,73
1,66
1,105
1,151
1,85
1,73
1,106
1,81
1,146
1,71
1,92
1,188
1,93
1,123
1,39
1,111
1,71
1,65
1,112
1,95
1,112
1,111
1,184
1,83
1,55
1,112
1,116
1,101
1,75
1,66
1,154
1,118
1,78
1,130
1,64
1,145
1,86
1,152
1,101
1,78
1,68
1,57
1,126
1,75
1,138
1,102
1,31
1,92
1,91
1,154
1,157
1,51
1,36
1,76
1,40
1,97
1,88
1,69
1,107
1,112
1,121
1,118
1,67
1,167
1,117
1,126
1,65
1,75
1,48
1,132
1,41
1,104
1,84
1,86
1,49
1,117
1,20
1,36
1,119
1,22
1,89
1,102
1,93
1,80
1,108
1,23
1,88
1,116
1,53
1,90
1,101
1,170
1,121
1,53
1,133
1,64
1,119
1,152
1,205
1,39
1,85
1,160
1,98
1,117
1,59
1,64
1,108
1,124
1,189
1,35
1,105
1,85
1,69
1,80
1,78
1,87
1,36
1,66
1,125
1,125
1,85
1,88
1,75
1,123
1,127
1,89
1,114
1,106
1,104
1,39
1,82
1,67
1,58
1,87
1,57
1,181
1,50
1,71
1,213
1,92
1,47
1,68
1,165
1,43
1,135
1,72
1,108
1,80
1,131
1,23
1,89
1,92
1,139
1,57
1,73
1,86
1,108
1,47
1,114
1,92
1,68
1,49
1,66
1,59
1,88
1,181
1,95
1,60
1,114
1,70
1,60
1,77
1,54
1,50
