1,109,144
2,73,95
3,98,130
4,112,148
5,66,89
6,167,217
7,86,116
8,111,146
9,79,104
10,88,119
11,96,129
12,91,121
13,96,128
14,47,65
15,96,126
16,108,143
17,59,80
18,48,63
19,92,124
20,67,90
21,66,88
22,166,220
23,64,85
24,22,32
25,43,56
26,31,40
27,104,140
28,88,114
29,64,84
30,60,81
31,88,115
32,53,73
33,91,122
34,86,116
35,79,105
36,104,135
37,112,148
38,62,84
39,151,197
40,76,100
41,122,161
42,51,66
43,97,128
44,51,69
45,126,165
46,112,145
47,50,68
48,53,71
49,101,133
50,82,111
51,60,79
52,165,216
53,93,123
54,74,96
55,98,129
56,151,195
57,91,119
58,59,76
59,68,89
60,81,104
61,159,210
62,67,87
63,65,88
64,132,174
65,40,53
66,106,140
67,175,229
68,45,63
69,91,119
70,30,38
71,29,39
72,72,94
73,114,153
74,58,78
75,44,57
76,21,32
77,48,62
78,80,103
79,61,82
80,68,88
81,82,109
82,27,39
83,47,64
84,22,29
85,71,95
86,46,60
87,57,75
88,70,93
89,68,93
90,194,256
91,63,83
92,104,138
93,130,170
94,202,266
95,20,30
96,133,174
97,193,255
98,139,183
99,119,157
100,105,137
101,107,141
102,158,207
103,86,111
104,88,115
105,103,136
106,102,137
107,148,191
108,25,35
109,164,216
110,80,104
111,94,127
112,133,178
113,68,88
114,127,168
115,87,115
116,66,88
117,31,43
118,43,60
119,83,106
120,138,183
121,121,160
122,61,79
123,60,81
124,139,185
125,120,159
126,83,110
127,120,158
128,80,104
129,39,51
130,145,192
131,187,246
132,116,152
133,77,104
134,102,137
135,69,88
136,110,142
137,117,152
138,84,113
139,147,196
140,123,161
141,111,144
142,57,76
143,50,69
144,121,157
145,136,181
146,172,227
147,87,113
148,79,106
149,111,145
150,72,97
151,77,101
152,79,103
153,89,121
154,112,150
155,55,74
156,141,187
157,90,119
158,173,228
159,153,200
160,166,215
161,76,101
162,75,98
163,29,41
164,52,68
165,177,232
166,112,144
167,161,210
168,133,177
169,97,129
170,103,133
171,118,156
172,78,104
173,65,89
174,154,203
175,119,156
176,101,132
177,79,103
178,46,61
179,117,152
180,135,177
181,67,87
182,54,70
183,102,132
184,124,164
185,40,52
186,66,84
187,103,134
188,103,133
189,90,118
190,106,142
191,102,134
192,92,119
193,24,30
194,90,117
195,82,110
196,133,172
197,96,129
198,63,83
199,58,78
200,48,66
201,174,229
202,101,132
203,59,78
204,110,144
205,126,165
206,111,146
207,22,28
208,39,51
209,118,153
210,79,107
211,119,157
212,104,137
213,29,42
214,142,188
215,115,149
216,23,33
217,81,108
218,175,228
219,121,159
220,70,93
221,216,282
222,88,119
223,78,103
224,81,109
225,105,138
226,132,165
227,98,131
228,49,66
229,111,144
230,180,238
231,46,59
232,58,76
233,138,180
234,26,37
235,74,98
236,98,129
237,113,149
238,154,201
239,145,190
240,128,166
241,118,158
242,22,32
243,36,47
244,85,112
245,185,244
246,62,79
247,88,119
248,129,168
249,105,139
250,40,56
251,44,61
252,36,51
253,32,42
254,146,190
255,115,150
256,49,68
257,95,128
258,148,195
259,54,70
